utc_hour,event_records
2019-10-30T02:00:00+00:00,30914
2019-10-30T03:00:00+00:00,43877
2019-10-30T04:00:00+00:00,54967
2019-10-30T05:00:00+00:00,62524
2019-10-30T06:00:00+00:00,62768
2019-10-30T07:00:00+00:00,63244
2019-10-30T08:00:00+00:00,63413
2019-10-30T09:00:00+00:00,62354
2019-10-30T10:00:00+00:00,60657
2019-10-30T11:00:00+00:00,59039
2019-10-30T12:00:00+00:00,58140
2019-10-30T13:00:00+00:00,66780
2019-10-30T14:00:00+00:00,78647
2019-10-30T15:00:00+00:00,89762
2019-10-30T16:00:00+00:00,89792
2019-10-30T17:00:00+00:00,82500
2019-10-30T18:00:00+00:00,61832
2019-10-30T19:00:00+00:00,40041
2019-10-30T20:00:00+00:00,22352
2019-10-30T21:00:00+00:00,13596
2019-10-30T22:00:00+00:00,8588
2019-10-30T23:00:00+00:00,6508
2019-10-31T00:00:00+00:00,8800
2019-10-31T01:00:00+00:00,13779
2019-10-31T02:00:00+00:00,27979
2019-10-31T03:00:00+00:00,41048
2019-10-31T04:00:00+00:00,53384
2019-10-31T05:00:00+00:00,61614
2019-10-31T06:00:00+00:00,63788
2019-10-31T07:00:00+00:00,69814
2019-10-31T08:00:00+00:00,70986
2019-10-31T09:00:00+00:00,67964
2019-10-31T10:00:00+00:00,66288
2019-10-31T11:00:00+00:00,62807
2019-10-31T12:00:00+00:00,60158
2019-10-31T13:00:00+00:00,69184
2019-10-31T14:00:00+00:00,81543
2019-10-31T15:00:00+00:00,89633
2019-10-31T16:00:00+00:00,94144
2019-10-31T17:00:00+00:00,86211
2019-10-31T18:00:00+00:00,65172
2019-10-31T19:00:00+00:00,41349
2019-10-31T20:00:00+00:00,21212
2019-10-31T21:00:00+00:00,12521
2019-10-31T22:00:00+00:00,8879
2019-10-31T23:00:00+00:00,7222
